path,label,img_name_no_ext,filepath,filename,md5,CAMID,X,View,zenodo_name,zenodo_link,Sequence,Taxonomic_Name,Locality,Sample_accession,Collected_by,Other_ID,Date,Dataset,Store,Brood,Death_Date,Stage,Sex,Unit_Type,file_type,record_number,species,subspecies,genus,file_url
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CS004295_d.png,Heliconius erato ssp. lativitta,CS004295_d,model_mimic_images/Heliconius erato ssp. lativitta/CS004295_d.JPG,CS004295_d.JPG,1badd4ebd56da455b03186bd2e74265e,CS004295,14404,dorsal,CAM.coll.images.batch10.csv,https://zenodo.org/record/2813153,"4,295",Heliconius erato ssp. lativitta,Finca el Escondite,ERS4212875,,,18/01/2017,Bogota Collection (Camilo Salazar),,,,,Female,wild,jpg,2813153,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/2813153/files/CS004295_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041851_d.png,Heliconius erato ssp. lativitta,CAM041851_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041851_d.JPG,CAM041851_d.JPG,6e0ef053a5208fb33fe612777e85fe90,CAM041851,40371,dorsal,0.gmk.broods.all.csv,https://zenodo.org/record/4291095,"41,851",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,824,,Heliconiine Butterfly Collection Records from University of Cambridge,Box 207,IKIAM007,,,Male,reared,jpg,4291095,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4291095/files/CAM041851_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N0404_d.png,Heliconius erato ssp. lativitta,19N0404_d,model_mimic_images/Heliconius erato ssp. lativitta/19N0404_d.JPG,19N0404_d.JPG,693d87f1f508a75c812c6905dab0a9c8,19N0404,19797,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,404,Heliconius erato ssp. lativitta,Ikiam Mariposario,,,Y4.4,,Nadeau Sheffield,,IKIAM.Y4,,,Male,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N0404_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041668_d.png,Heliconius erato ssp. lativitta,CAM041668_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041668_d.JPG,CAM041668_d.JPG,03e1a2e358fbeae70ab23912deb483b5,CAM041668,39639,dorsal,0.gmk.broods.all.csv,https://zenodo.org/record/4291095,"41,668",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,282,01/08/2018,Heliconiine Butterfly Collection Records from University of Cambridge,Box 208,IKIAM007,,,Male,,jpg,4291095,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4291095/files/CAM041668_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N0223_d.png,Heliconius erato ssp. lativitta,19N0223_d,model_mimic_images/Heliconius erato ssp. lativitta/19N0223_d.JPG,19N0223_d.JPG,25d411d60fc03ef6f10a9a0f0759ea80,19N0223,19591,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,223,Heliconius erato ssp. lativitta,Ikiam Mariposario,,,K2.15,,Nadeau Sheffield,,IKIAM.K2,,,Female,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N0223_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041538_d.png,Heliconius erato ssp. lativitta,CAM041538_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041538_d.JPG,CAM041538_d.JPG,350380b6bebf1ef537a5ea06ae85bda9,CAM041538,39124,dorsal,0.gmk.broods.all.csv,https://zenodo.org/record/4291095,"41,538",Heliconius erato ssp. lativitta,Road to Shalcana Loma,,,412,13/06/2018,Heliconiine Butterfly Collection Records from University of Cambridge,Box 203,,,,Male,,jpg,4291095,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4291095/files/CAM041538_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N2775_d.png,Heliconius erato ssp. lativitta,19N2775_d,model_mimic_images/Heliconius erato ssp. lativitta/19N2775_d.JPG,19N2775_d.JPG,e047501f37718abe59800f4ea678c40c,19N2775,22885,,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"2,775",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,N44.158,,Nadeau Sheffield,,IKIAM.N44,,,Male,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N2775_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM040164_d.png,Heliconius erato ssp. lativitta,CAM040164_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM040164_d.JPG,CAM040164_d.JPG,65b6f342974855bce2b66e4b38743cc4,CAM040164,11958,dorsal,CAM.coll.images.batch8.csv,https://zenodo.org/record/2707828,"40,164",Heliconius erato ssp. lativitta,Pto Guzman,,,,19/01/2017,Heliconiine Butterfly Collection Records from University of Cambridge,Box 153,,,,Male,wild,jpg,2707828,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/2707828/files/CAM040164_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N1383_d.png,Heliconius erato ssp. lativitta,19N1383_d,model_mimic_images/Heliconius erato ssp. lativitta/19N1383_d.JPG,19N1383_d.JPG,41aa397641f76aa1a386904c545f25f8,19N1383,20321,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,"1,383",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,T2.65,,Nadeau Sheffield,,IKIAM.T2,,,Female,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N1383_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N0037_d.png,Heliconius erato ssp. lativitta,19N0037_d,model_mimic_images/Heliconius erato ssp. lativitta/19N0037_d.JPG,19N0037_d.JPG,1080040de0a2425bf9b372ecc28155ff,19N0037,19214,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,37,Heliconius erato ssp. lativitta,Ikiam Mariposario,,,K2.60,,Nadeau Sheffield,,IKIAM.K2,,,Female,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N0037_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041604_d.png,Heliconius erato ssp. lativitta,CAM041604_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041604_d.JPG,CAM041604_d.JPG,a406ff0c2f6423c37454b385b6d12da1,CAM041604,39383,dorsal,0.gmk.broods.all.csv,https://zenodo.org/record/4291095,"41,604",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,13,09/07/2018,Heliconiine Butterfly Collection Records from University of Cambridge,Box 204,IKIAM002,,,Male,,jpg,4291095,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4291095/files/CAM041604_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM017135_d.png,Heliconius erato ssp. lativitta,CAM017135_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM017135_d.JPG,CAM017135_d.JPG,c16c9ec223d06508b8b3f5c61aa84be9,CAM017135,4599,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"17,135",Heliconius erato ssp. lativitta,Luz de América Km 11.5,,CR,,04/02/2010,Patricio Salazar,Box 96,,,,Male,wild,jpg,3082688,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/3082688/files/CAM017135_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N1457_d.png,Heliconius erato ssp. lativitta,19N1457_d,model_mimic_images/Heliconius erato ssp. lativitta/19N1457_d.JPG,19N1457_d.JPG,6cb9e6d00ca2ea7dabecc811b8a7cca0,19N1457,20375,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,"1,457",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,P29.82,,Nadeau Sheffield,,IKIAM.P29,,,Female,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N1457_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N1984_d.png,Heliconius erato ssp. lativitta,19N1984_d,model_mimic_images/Heliconius erato ssp. lativitta/19N1984_d.JPG,19N1984_d.JPG,e54abb2054a46044843dbc46435cc432,19N1984,21351,dorsal,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"1,984",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,P35.75,,Nadeau Sheffield,,IKIAM.P35,,,Female,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N1984_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N0071_d.png,Heliconius erato ssp. lativitta,19N0071_d,model_mimic_images/Heliconius erato ssp. lativitta/19N0071_d.JPG,19N0071_d.JPG,0ea4d8606f55431272f1a2e458fd7c2e,19N0071,19287,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,71,Heliconius erato ssp. lativitta,Ikiam Mariposario,,,P16.25,,Nadeau Sheffield,,IKIAM.P16,,,Female,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N0071_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041354_d.png,Heliconius erato ssp. lativitta,CAM041354_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041354_d.JPG,CAM041354_d.JPG,4d1bb91cd28fcdda3709a267c799bd8b,CAM041354,38396,dorsal,0.gmk.broods.all.csv,https://zenodo.org/record/4291095,"41,354",Heliconius erato ssp. lativitta,Reventador road,,,2,31/05/2018,Heliconiine Butterfly Collection Records from University of Cambridge,Box 201,,,,Female,,jpg,4291095,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4291095/files/CAM041354_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N2649_d.png,Heliconius erato ssp. lativitta,19N2649_d,model_mimic_images/Heliconius erato ssp. lativitta/19N2649_d.JPG,19N2649_d.JPG,a1c0a7335b3ca77acb109acb3c165883,19N2649,22585,,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"2,649",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,P49.46,,Nadeau Sheffield,,IKIAM.P49,,,Female,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N2649_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041734_d.png,Heliconius erato ssp. lativitta,CAM041734_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041734_d.JPG,CAM041734_d.JPG,a3341ed145d4b03cf8fd7d90f0d5b5ca,CAM041734,39903,dorsal,0.gmk.broods.all.csv,https://zenodo.org/record/4291095,"41,734",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,191,,Heliconiine Butterfly Collection Records from University of Cambridge,Box 206,,,,Female,reared,jpg,4291095,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4291095/files/CAM041734_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N1726_d.png,Heliconius erato ssp. lativitta,19N1726_d,model_mimic_images/Heliconius erato ssp. lativitta/19N1726_d.JPG,19N1726_d.JPG,e3532bb5473a5f4b85ea1860a8d23d3b,19N1726,20923,dorsal,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"1,726",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,N23.4,,Nadeau Sheffield,,IKIAM.N23,,,Male,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N1726_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N0016_d.png,Heliconius erato ssp. lativitta,19N0016_d,model_mimic_images/Heliconius erato ssp. lativitta/19N0016_d.JPG,19N0016_d.JPG,afecef5d0017673351da06c54040ac1a,19N0016,19171,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,16,Heliconius erato ssp. lativitta,Ikiam Mariposario,,,K2.2,,Nadeau Sheffield,,IKIAM.K2,,,Male,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N0016_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N0489_d.png,Heliconius erato ssp. lativitta,19N0489_d,model_mimic_images/Heliconius erato ssp. lativitta/19N0489_d.JPG,19N0489_d.JPG,ebeb240bb9112568b774646e2b9db8b3,19N0489,19854,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,489,Heliconius erato ssp. lativitta,Ikiam Mariposario,,,Y6.12,,Nadeau Sheffield,,IKIAM.Y6,,,Female,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N0489_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM017170_d.png,Heliconius erato ssp. lativitta,CAM017170_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM017170_d.JPG,CAM017170_d.JPG,ecd832fbbac2e2fd572f0c9a232d3cba,CAM017170,4661,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"17,170",Heliconius erato ssp. lativitta,Y de Misahuallí,SRS7540266,PAS,,24/02/2010,Patricio Salazar,Box 96,,,,Male,wild,jpg,3082688,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/3082688/files/CAM017170_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N2282_d.png,Heliconius erato ssp. lativitta,19N2282_d,model_mimic_images/Heliconius erato ssp. lativitta/19N2282_d.JPG,19N2282_d.JPG,aab6d46c389901a58b027a882d0f511d,19N2282,22055,dorsal,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"2,282",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,N44.99,,Nadeau Sheffield,,IKIAM.N44,,,Female,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N2282_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041386_d.png,Heliconius erato ssp. lativitta,CAM041386_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041386_d.JPG,CAM041386_d.JPG,f8b69e7213e676639b30c3b1a031be31,CAM041386,38524,dorsal,0.gmk.broods.all.csv,https://zenodo.org/record/4291095,"41,386",Heliconius erato ssp. lativitta,Reventador road 2,,,311,01/06/2018,Heliconiine Butterfly Collection Records from University of Cambridge,Box 202,,,,Male,,jpg,4291095,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4291095/files/CAM041386_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N0025_d.png,Heliconius erato ssp. lativitta,19N0025_d,model_mimic_images/Heliconius erato ssp. lativitta/19N0025_d.JPG,19N0025_d.JPG,948f068442edf5307291d03c123706d6,19N0025,19189,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,25,Heliconius erato ssp. lativitta,Ikiam Mariposario,,,A3.11,,Nadeau Sheffield,,IKIAM.A3,,,Male,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N0025_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N2296_d.png,Heliconius erato ssp. lativitta,19N2296_d,model_mimic_images/Heliconius erato ssp. lativitta/19N2296_d.JPG,19N2296_d.JPG,d11fcdf913bc761947d8bd83b8e65fbc,19N2296,22111,,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"2,296",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,K33.113,,Nadeau Sheffield,,IKIAM.K33,,,Male,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N2296_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041641_d.png,Heliconius erato ssp. lativitta,CAM041641_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041641_d.JPG,CAM041641_d.JPG,69bc72591b330dec14f4ff2244cfb876,CAM041641,39531,dorsal,0.gmk.broods.all.csv,https://zenodo.org/record/4291095,"41,641",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,109,25/07/2018,,Box 208,IKIAM020,,,Female,,jpg,4291095,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4291095/files/CAM041641_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041225_d.png,Heliconius erato ssp. lativitta,CAM041225_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041225_d.JPG,CAM041225_d.JPG,94147bb530a7d0e836d134520c8e951b,CAM041225,14087,dorsal,CAM.coll.images.batch9.csv,https://zenodo.org/record/2714333,"41,225",Heliconius erato ssp. lativitta,Mina Negra,ERS4212794,,,02/09/2018,Heliconiine Butterfly Collection Records from University of Cambridge,Box 200,,,,Male,wild,jpg,2714333,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/2714333/files/CAM041225_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM040704_d.png,Heliconius erato ssp. lativitta,CAM040704_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM040704_d.JPG,CAM040704_d.JPG,6096a3e0b9855917ac7c7823787fd76f,CAM040704,12985,dorsal,CAM.coll.images.batch9.csv,https://zenodo.org/record/2714333,"40,704",Heliconius erato ssp. lativitta,Reventador-Sucumbios,ERS4201868,,,02/09/2017,Heliconiine Butterfly Collection Records from University of Cambridge,Box 174,,,,Male,wild,jpg,2714333,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/2714333/files/CAM040704_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N1697_d.png,Heliconius erato ssp. lativitta,19N1697_d,model_mimic_images/Heliconius erato ssp. lativitta/19N1697_d.JPG,19N1697_d.JPG,97bdb0179f2a49d5770e3fe7ba780070,19N1697,20883,dorsal,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"1,697",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,K24.17,,Nadeau Sheffield,,IKIAM.K24,,,Female,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N1697_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N0007_d.png,Heliconius erato ssp. lativitta,19N0007_d,model_mimic_images/Heliconius erato ssp. lativitta/19N0007_d.JPG,19N0007_d.JPG,bf43ad9c75875048a9dd558240d4e699,19N0007,19153,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,7,Heliconius erato ssp. lativitta,Rio Pusuno 2,,,P15,26/01/2019,Nadeau Sheffield,,,26/01/2019,,Female,wild,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N0007_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041797_d.png,Heliconius erato ssp. lativitta,CAM041797_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041797_d.JPG,CAM041797_d.JPG,6a3ced998b593ab8ac5c5ab8a29d5822,CAM041797,40155,dorsal,0.gmk.broods.all.csv,https://zenodo.org/record/4291095,"41,797",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,759,,Heliconiine Butterfly Collection Records from University of Cambridge,Box 207,IKIAM020,,,Male,reared,jpg,4291095,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4291095/files/CAM041797_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CS004064_d.png,Heliconius erato ssp. lativitta,CS004064_d,model_mimic_images/Heliconius erato ssp. lativitta/CS004064_d.JPG,CS004064_d.JPG,59f2f594e870e2934f3b456a35993cbb,CS004064,14394,dorsal,CAM.coll.images.batch10.csv,https://zenodo.org/record/2813153,"4,064",Heliconius erato ssp. lativitta,Leticia - Km 9.3,ERS4212870,,,06/10/2016,Bogota Collection (Camilo Salazar),,,,,Male,wild,jpg,2813153,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/2813153/files/CS004064_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N2268_d.png,Heliconius erato ssp. lativitta,19N2268_d,model_mimic_images/Heliconius erato ssp. lativitta/19N2268_d.JPG,19N2268_d.JPG,7e306a2b821f33b31c8f5ba393d8dcdd,19N2268,21999,dorsal,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"2,268",Heliconius erato ssp. lativitta,Ikiam Mariposario,,,N44.95,,Nadeau Sheffield,,IKIAM.N44,,,Female,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N2268_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/19N0269_d.png,Heliconius erato ssp. lativitta,19N0269_d,model_mimic_images/Heliconius erato ssp. lativitta/19N0269_d.JPG,19N0269_d.JPG,e1d271ac9c1a109d0f419c3bf0bafe26,19N0269,19684,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,269,Heliconius erato ssp. lativitta,Ikiam Mariposario,,,M1.141,,Nadeau Sheffield,,IKIAM.M1,,,Male,reared,jpg,4288311,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/4288311/files/19N0269_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius erato ssp. lativitta/CAM041143_d.png,Heliconius erato ssp. lativitta,CAM041143_d,model_mimic_images/Heliconius erato ssp. lativitta/CAM041143_d.JPG,CAM041143_d.JPG,52b0921596527a52080f859d7be42c9f,CAM041143,13923,dorsal,CAM.coll.images.batch9.csv,https://zenodo.org/record/2714333,"41,143",Heliconius erato ssp. lativitta,Limoncocha - El Carmen 1,,,,02/02/2018,Heliconiine Butterfly Collection Records from University of Cambridge,Box 179,,,,Male,wild,jpg,2714333,Heliconius erato,lativitta,Heliconius,https://zenodo.org/record/2714333/files/CAM041143_d.JPG
